motion_hist5m_mag_max_log1p,motion_hist10m_mag_std_log1p,motion_hist5m_jerk_std_log1p,motion_hist5m_mag_std_log1p,hr_hist10m_cv_raw,hr_hist5m_cv_raw,hr_hist10m_std_raw,hr_hist5m_std_raw,minutes_since_last_hr_jump_log1p,time_hours_from_start,elapsed_minutes_log1p,motion_hist10m_mag_mean_log1p,motion_epoch_jerk_minus_hist5m_mean,motion_hist5m_mag_mean_log1p,motion_hist5m_mag_sum_log1p,motion_epoch_mag_minus_hist5m_mean,motion_hist2m_mag_std_log1p,motion_hist2m_mag_mean_log1p,hr_epoch_range_minus_hist5m_range,motion_epoch_mag_mean_log1p,hr_epoch_std_minus_hist5m_std,hr_epoch_mean_div_hist10m_mean,motion_epoch_mag_minus_hist2m_mean,hr_hist10m_mean_raw,motion_epoch_mag_max_log1p,target
0.13815290939884048,0.0017559795919678788,0.08952090500639122,0.0020896515413700396,0.04050633593512468,0.03810635048500556,3.0732884515841286,2.86766437968982,0.6931471805599453,4.383333,5.575949027388738,0.001559869447766303,-0.006271913642698232,0.0015366267500061287,3.1814214767612876,-0.00011220730145611486,0.002875085620967423,0.0015391856247990322,-10.0,0.0014245854604947733,-1.159839252029887,0.9555592979835037,-0.00011477011458601596,75.87179487179488,0.007465366492065343,0
0.025653727215123306,0.0023564852921208524,0.11082363651240133,0.002358464384815023,0.015301829531792951,0.012033335831397698,0.7436689305469669,0.58008978762968,3.901972669574645,2.216667,4.897839949204632,0.0023269378583923245,-0.0016268785254162366,0.0023313627939371565,3.715315154746512,-1.771966551695472e-05,0.002324512189927305,0.0023146908944032263,-2.0,0.00231368423500628,-0.10868526683864832,0.9739368798229724,-1.0089916932494794e-06,48.6,0.014810892651587311,2
0.008012643618491013,0.011077810278514231,0.0620117711899239,0.001174005318906532,0.025016272272601756,0.017886718823114336,1.4949379508238185,1.057783562081239,2.70805020110221,5.141667,5.734958156745004,0.0027289123656003785,0.005426130255965098,0.0016452224696397791,3.3758340338012878,0.00034701272824710395,0.0012040580249746656,0.002072928925330671,-3.0,0.0019916047568596528,-0.03797965936268222,0.9605308552478968,-8.148960895708107e-05,59.758620689655174,0.006795018278077344,0
0.06570932772857724,0.03366697373403486,0.10462020653451175,0.0029146872996631736,0.09718238662854561,0.06481023683688929,7.512115521700049,4.9512786755732785,0.4054651081081644,2.691667,5.090678124846708,0.00471706290266672,1.0087291080812462,0.0024610050574001064,3.6380389536439033,0.01105209264547522,0.0031171192189309535,0.002407443221576793,-14.0,0.013425600410874065,-3.066863538677147,0.9813451569513857,0.011105785021636422,77.2991452991453,0.39702662980138964,1
0.6695225844320701,0.021331588610176373,0.9299820716982807,0.029746366056264333,0.045470866491729586,0.05169326101105981,2.8567566576686603,3.2165686549504136,1.5040773967762742,4.266667,5.549076162716228,0.009850123009749556,-0.22630064755882623,0.012424074290132887,5.3734921655068595,-0.010984722444246506,0.044291307271889714,0.01733734778096089,-1.0,0.001515702020319423,5.601594419069028,1.3402075911247235,-0.01597166064931552,62.82608695652174,0.012824532837977255,3
0.015942148787589327,0.0024589538374749772,0.08414777320483073,0.002461409270112887,0.016809665388494866,0.009615949312667642,1.1389644751327261,0.6521975542260037,3.068052935133617,5.091667,5.725217820629119,0.00284413923328342,0.0025674360394180445,0.0028744640585646798,3.7874671248632614,-4.3319955898533935e-06,0.002479205229339017,0.0029025853134961345,-4.0,0.002870144487931604,-0.6521975542260037,1.0035934143463499,-3.2534596890245425e-05,67.75652173913043,0.014297071987177211,2
0.5129450861984615,0.015541903835608628,0.7494932760272546,0.01830453043634038,0.04772173956580063,0.049756366696106946,3.015599016631941,3.168694981455809,1.0986122886681098,5.85,5.863631175598097,0.005103773426803567,-0.08687552249053009,0.005490929616183316,4.558492200767166,-0.003393962704124274,0.028452282313304832,0.008308542100051027,-14.0,0.0021098424125722366,-2.423338988955879,1.0075225747628416,-0.006231084131017223,63.19130434782609,0.011125740091265584,1
0.2155159344748714,0.010951702055084243,0.23464079962467124,0.004706838436170412,0.04552170630349874,0.037669652507195034,2.798595380875933,2.327075295139994,1.5040773967762742,0.358333,3.1135144203210907,0.0037916584732872543,-0.014840137904130309,0.0033838159167201448,4.152584585493314,-0.0002595256455211114,0.0008334493917310576,0.0031274420575175604,-11.0,0.0031251335186653463,-0.9527067532674405,1.019330487898679,-2.315767302257018e-06,61.47826086956522,0.006349699801807119,1
0.6492919024244642,0.0246332171467944,1.138944176053421,0.026416440506171333,0.044656771794098465,0.04571032760549842,3.0561262989759714,3.091257793946576,1.7047480922384253,1.675,4.620058798481842,0.0055176664797264175,-0.09738326238780443,0.005976773239891259,4.643241420133489,-0.003568066799343154,0.03485016574474216,0.006624147266438974,-18.0,0.002423663539755063,-1.8263467298792244,0.9936305587292651,-0.004219532467632304,68.43589743589743,0.01950903642127372,1
0.010055457768571335,0.0013242742036643094,0.04565386113738424,0.001192845112543429,0.01836354889086286,0.0160853653220098,1.5255871569890787,1.3234373146479648,4.034240638152395,2.475,5.0072963928307415,0.0015346568379659257,-0.0009124246813490208,0.001485038553921953,3.1491994751113355,1.1749409292846711e-05,0.0011787818532021778,0.001476985916578853,-3.0,0.0014967704590192537,0.27517319312294175,0.9830246795253202,1.9813981526077247e-05,83.07692307692308,0.007483613459413225,2
